Product,Sub_product,Issue,Sub_issue,State,ZIP_code,Date_received,Date_sent_to_company,Company,Company_response,Days_to_response,Issue_len,Sub_issue_words,Company_grouped,Days_to_response_bin
4,Medical,Cont'd attempts collect debt not owed,Debt is not mine,51,79938.0,2015-02-18,2015-02-25,1500,1,7,37,4,Otras,6-10 días
4,Desconocido,Communication tactics,Frequent or repeated calls,30,63116.0,2015-02-18,2015-02-18,1064,3,0,21,4,1064,0-1 días
4,Credit card,Communication tactics,Frequent or repeated calls,26,4071.0,2015-02-18,2015-02-25,598,3,7,21,4,598,6-10 días
4,Credit card,Cont'd attempts collect debt not owed,Debt is not mine,40,12180.0,2015-02-18,2015-02-18,583,1,0,37,4,Otras,0-1 días
6,Conventional fixed mortgage,"Loan modification,collection,foreclosure",Desconocido,25,20906.0,2015-02-18,2015-02-25,1024,4,7,40,1,1024,6-10 días
2,Desconocido,Late fee,Desconocido,51,76465.0,2015-02-18,2015-02-25,312,2,7,8,1,312,6-10 días
4,"Other (phone, health club, etc.)",False statements or representation,Impersonated an attorney or official,39,89144.0,2015-02-18,2015-02-18,540,1,0,34,5,Otras,0-1 días
0,Checking account,Problems caused by my funds being low,Desconocido,37,8088.0,2015-02-18,2015-02-18,1341,1,0,37,1,1341,0-1 días
8,Desconocido,Charged fees or interest I didn't expect,Desconocido,44,19063.0,2015-02-18,2015-02-24,15,0,6,40,1,Otras,6-10 días
10,Non-federal student loan,Dealing with my lender or servicer,Desconocido,8,80012.0,2015-02-18,2015-02-18,1227,4,0,34,1,Otras,0-1 días
3,Desconocido,Incorrect information on credit report,Account terms,25,21236.0,2015-02-18,2015-02-18,1398,1,0,38,2,1398,0-1 días
0,(CD) Certificate of deposit,"Account opening, closing, or management",Desconocido,50,37397.0,2015-02-18,2015-02-20,1157,3,2,39,1,Otras,2-5 días
4,Non-federal student loan,Communication tactics,Frequent or repeated calls,13,32501.0,2015-02-18,2015-02-25,966,1,7,21,4,966,6-10 días
0,Other bank product/service,"Account opening, closing, or management",Desconocido,41,43224.0,2015-02-18,2015-02-25,533,1,7,39,1,533,6-10 días
2,Desconocido,Other,Desconocido,7,91604.0,2015-02-18,2015-02-18,312,1,0,5,1,312,0-1 días
0,Checking account,Problems caused by my funds being low,Desconocido,12,Desconocido,2015-02-18,2015-02-23,1498,1,5,37,1,1498,2-5 días
0,Checking account,"Account opening, closing, or management",Desconocido,51,75380.0,2015-02-18,2015-02-18,190,2,0,39,1,190,0-1 días
3,Desconocido,Incorrect information on credit report,Account terms,13,33302.0,2015-02-18,2015-02-18,494,1,0,38,2,494,0-1 días
3,Desconocido,Incorrect information on credit report,Information is not mine,50,37229.0,2015-02-18,2015-02-18,494,1,0,38,4,494,0-1 días
3,Desconocido,Credit reporting company's investigation,Problem with statement of dispute,44,19116.0,2015-02-18,2015-02-18,494,1,0,40,5,494,0-1 días
6,Conventional fixed mortgage,"Loan servicing, payments, escrow account",Desconocido,26,3903.0,2015-02-18,2015-02-25,1289,1,7,40,1,Otras,6-10 días
10,Non-federal student loan,Dealing with my lender or servicer,Desconocido,13,33611.0,2015-02-18,2015-02-18,753,1,0,34,1,Otras,0-1 días
4,Non-federal student loan,Cont'd attempts collect debt not owed,Debt is not mine,13,34448.0,2015-02-18,2015-02-18,596,3,0,37,4,Otras,0-1 días
10,Non-federal student loan,Can't repay my loan,Desconocido,42,73170.0,2015-02-18,2015-02-18,1498,3,0,19,1,1498,0-1 días
4,Federal student loan,Communication tactics,Frequent or repeated calls,30,65355.0,2015-02-18,2015-02-27,596,1,9,21,4,Otras,6-10 días
4,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,7,92646.0,2015-02-18,2015-02-18,1137,0,0,37,4,Otras,0-1 días
6,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",Desconocido,7,90660.0,2015-02-18,2015-02-19,1247,1,1,40,1,1247,0-1 días
6,FHA mortgage,"Loan servicing, payments, escrow account",Desconocido,20,46217.0,2015-02-18,2015-02-18,955,1,0,40,1,955,0-1 días
1,Vehicle loan,Problems when you are unable to pay,Desconocido,25,20910.0,2015-02-18,2015-02-18,1520,1,0,35,1,Otras,0-1 días
1,Personal line of credit,Account terms and changes,Desconocido,7,95020.0,2015-02-18,2015-02-20,1498,1,2,25,1,1498,2-5 días
8,Desconocido,Can't contact lender,Desconocido,51,76633.0,2015-02-18,2015-02-19,1291,1,1,20,1,Otras,0-1 días
3,Desconocido,Incorrect information on credit report,Account status,22,40509.0,2015-02-18,2015-03-09,504,1,19,38,2,504,11-30 días
6,Conventional fixed mortgage,"Loan modification,collection,foreclosure",Desconocido,7,95610.0,2015-02-18,2015-02-25,644,1,7,40,1,644,6-10 días
6,Conventional fixed mortgage,"Loan servicing, payments, escrow account",Desconocido,30,63034.0,2015-02-18,2015-02-23,190,4,5,40,1,190,2-5 días
3,Desconocido,Incorrect information on credit report,Information is not mine,48,29673.0,2015-02-18,2015-02-18,518,1,0,38,4,Otras,0-1 días
0,Other bank product/service,"Account opening, closing, or management",Desconocido,31,39212.0,2015-02-18,2015-02-19,1498,1,1,39,1,1498,0-1 días
6,Conventional fixed mortgage,Settlement process and costs,Desconocido,56,98115.0,2015-02-18,2015-02-19,190,1,1,28,1,190,0-1 días
3,Desconocido,Incorrect information on credit report,Information is not mine,51,77375.0,2015-02-18,2015-02-19,504,4,1,38,4,504,0-1 días
3,Desconocido,Incorrect information on credit report,Information is not mine,51,76708.0,2015-02-18,2015-03-10,494,1,20,38,4,494,11-30 días
3,Desconocido,Incorrect information on credit report,Information is not mine,51,76708.0,2015-02-18,2015-03-10,504,4,20,38,4,504,11-30 días
6,Conventional fixed mortgage,"Loan servicing, payments, escrow account",Desconocido,13,32117.0,2015-02-18,2015-02-18,996,1,0,40,1,996,0-1 días
2,Desconocido,Billing disputes,Desconocido,35,68845.0,2015-02-18,2015-02-20,113,1,2,16,1,113,2-5 días
4,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,33,27330.0,2015-02-18,2015-02-24,1173,4,6,37,3,Otras,6-10 días
4,Desconocido,Communication tactics,Frequent or repeated calls,41,44406.0,2015-02-18,2015-02-18,19,5,0,21,4,Otras,0-1 días
4,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,53,23832.0,2015-02-18,2015-02-18,1307,1,0,37,4,Otras,0-1 días
4,Desconocido,False statements or representation,Indicated committed crime not paying,33,28208.0,2015-02-18,2015-02-18,1053,0,0,34,5,Otras,0-1 días
4,Credit card,Communication tactics,Called outside of 8am-9pm,29,55934.0,2015-02-18,2015-02-18,450,1,0,21,4,450,0-1 días
0,Checking account,Deposits and withdrawals,Desconocido,7,93720.0,2015-02-18,2015-02-24,1435,1,6,24,1,Otras,6-10 días
3,Desconocido,Incorrect information on credit report,Account status,40,10456.0,2015-02-18,2015-02-18,494,1,0,38,2,494,0-1 días
4,"Other (phone, health club, etc.)",Communication tactics,Frequent or repeated calls,13,34243.0,2015-02-18,2015-02-18,1003,1,0,21,4,Otras,0-1 días
6,Other mortgage,"Loan modification,collection,foreclosure",Desconocido,37,8225.0,2015-02-18,2015-02-24,1341,1,6,40,1,1341,6-10 días
6,Conventional fixed mortgage,"Loan modification,collection,foreclosure",Desconocido,33,27278.0,2015-02-18,2015-02-18,1471,4,0,40,1,Otras,0-1 días
4,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,6,85920.0,2015-02-18,2015-02-18,69,1,0,37,4,Otras,0-1 días
6,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",Desconocido,52,84601.0,2015-02-18,2015-02-18,1169,1,0,40,1,Otras,0-1 días
4,Desconocido,Cont'd attempts collect debt not owed,Debt is not mine,7,94901.0,2015-02-18,2015-02-18,486,1,0,37,4,486,0-1 días
1,Vehicle loan,Taking out the loan or lease,Desconocido,19,60090.0,2015-02-18,2015-02-18,983,1,0,28,1,Otras,0-1 días
6,Conventional fixed mortgage,"Loan modification,collection,foreclosure",Desconocido,33,27502.0,2015-02-18,2015-02-18,661,1,0,40,1,661,0-1 días
3,Desconocido,Credit reporting company's investigation,Problem with statement of dispute,2,36832.0,2015-02-18,2015-02-18,494,1,0,40,5,494,0-1 días
2,Desconocido,Late fee,Desconocido,37,7508.0,2015-02-18,2015-02-18,1498,2,0,8,1,1498,0-1 días
3,Desconocido,Incorrect information on credit report,Information is not mine,8,80216.0,2015-02-18,2015-02-24,494,1,6,38,4,494,6-10 días
1,Vehicle lease,Problems when you are unable to pay,Desconocido,33,28227.0,2015-02-18,2015-02-24,459,1,6,35,1,Otras,6-10 días
4,Medical,Communication tactics,Frequent or repeated calls,12,Desconocido,2015-02-18,2015-02-23,1136,1,5,21,4,Otras,2-5 días
0,Checking account,Using a debit or ATM card,Desconocido,7,94107.0,2015-02-18,2015-02-19,729,3,1,25,1,729,0-1 días
10,Non-federal student loan,Dealing with my lender or servicer,Desconocido,7,90063.0,2015-02-18,2015-02-25,612,1,7,34,1,Otras,6-10 días
4,Credit card,Cont'd attempts collect debt not owed,Debt was paid,9,Desconocido,2015-02-18,2015-02-18,1429,1,0,37,3,1429,0-1 días
4,Payday loan,Communication tactics,Frequent or repeated calls,38,88063.0,2015-02-18,2015-02-18,1242,1,0,21,4,Otras,0-1 días
2,Desconocido,Bankruptcy,Desconocido,44,18201.0,2015-02-18,2015-02-20,1341,3,2,10,1,1341,2-5 días
1,Vehicle loan,Problems when you are unable to pay,Desconocido,51,75241.0,2015-02-18,2015-02-20,81,1,2,35,1,81,2-5 días
4,Desconocido,Disclosure verification of debt,Not given enough info to verify debt,20,46260.0,2015-02-18,2015-02-18,61,1,0,31,7,Otras,0-1 días
6,Conventional fixed mortgage,"Application, originator, mortgage broker",Desconocido,6,85044.0,2015-02-18,2015-02-24,110,2,6,40,1,Otras,6-10 días
6,FHA mortgage,"Loan servicing, payments, escrow account",Desconocido,7,92056.0,2015-02-18,2015-02-18,996,4,0,40,1,996,0-1 días
6,Other mortgage,"Loan servicing, payments, escrow account",Desconocido,30,64081.0,2015-02-18,2015-02-25,996,1,7,40,1,996,6-10 días
4,Desconocido,Cont'd attempts collect debt not owed,Debt is not mine,37,7424.0,2015-02-18,2015-02-18,488,1,0,37,4,Otras,0-1 días
4,Desconocido,Cont'd attempts collect debt not owed,Debt is not mine,53,22191.0,2015-02-18,2015-02-19,486,3,1,37,4,486,0-1 días
6,Conventional fixed mortgage,"Loan servicing, payments, escrow account",Desconocido,29,55317.0,2015-02-18,2015-02-18,1498,3,0,40,1,1498,0-1 días
10,Non-federal student loan,Dealing with my lender or servicer,Desconocido,44,19142.0,2015-02-18,2015-02-18,966,1,0,34,1,966,0-1 días
0,Checking account,Deposits and withdrawals,Desconocido,13,32822.0,2015-02-18,2015-02-24,174,1,6,24,1,Otras,6-10 días
0,Other bank product/service,Using a debit or ATM card,Desconocido,51,76040.0,2015-02-18,2015-02-18,279,1,0,25,1,279,0-1 días
2,Desconocido,Closing/Cancelling account,Desconocido,25,21921.0,2015-02-18,2015-02-18,450,1,0,26,1,450,0-1 días
6,Conventional fixed mortgage,"Loan servicing, payments, escrow account",Desconocido,7,92111.0,2015-02-18,2015-02-18,1169,1,0,40,1,Otras,0-1 días
4,Desconocido,Cont'd attempts collect debt not owed,Debt is not mine,53,22191.0,2015-02-18,2015-02-19,930,3,1,37,4,Otras,0-1 días
3,Desconocido,Incorrect information on credit report,Account terms,7,96130.0,2015-02-18,2015-02-19,1398,1,1,38,2,1398,0-1 días
4,Credit card,Cont'd attempts collect debt not owed,Debt is not mine,37,8618.0,2015-02-18,2015-02-25,729,1,7,37,4,729,6-10 días
2,Desconocido,Other,Desconocido,53,23238.0,2015-02-18,2015-02-19,279,4,1,5,1,279,0-1 días
1,Installment loan,Problems when you are unable to pay,Desconocido,7,90008.0,2015-02-18,2015-02-25,209,1,7,35,1,Otras,6-10 días
6,VA mortgage,"Loan modification,collection,foreclosure",Desconocido,7,92886.0,2015-02-18,2015-02-24,996,1,6,40,1,996,6-10 días
6,FHA mortgage,"Loan servicing, payments, escrow account",Desconocido,21,66083.0,2015-02-18,2015-02-18,1042,1,0,40,1,Otras,0-1 días
1,Vehicle loan,Problems when you are unable to pay,Desconocido,30,63090.0,2015-02-18,2015-02-23,582,1,5,35,1,Otras,2-5 días
6,FHA mortgage,"Loan modification,collection,foreclosure",Desconocido,22,40228.0,2015-02-18,2015-02-18,729,1,0,40,1,729,0-1 días
1,Vehicle lease,Managing the loan or lease,Desconocido,19,60031.0,2015-02-18,2015-02-20,582,1,2,26,1,Otras,2-5 días
3,Desconocido,Unable to get credit report/credit score,Problem getting my free annual report,7,92165.0,2015-02-18,2015-02-18,504,3,0,40,6,504,0-1 días
2,Desconocido,Closing/Cancelling account,Desconocido,25,21029.0,2015-02-18,2015-02-18,450,1,0,26,1,450,0-1 días
6,Other mortgage,"Loan modification,collection,foreclosure",Desconocido,28,48382.0,2015-02-18,2015-02-25,1247,1,7,40,1,1247,6-10 días
6,Other mortgage,"Loan modification,collection,foreclosure",Desconocido,28,48382.0,2015-02-18,2015-02-25,285,1,7,40,1,Otras,6-10 días
3,Desconocido,Unable to get credit report/credit score,Problem getting my free annual report,7,92165.0,2015-02-18,2015-02-18,494,3,0,40,6,494,0-1 días
3,Desconocido,Credit reporting company's investigation,Problem with statement of dispute,24,2186.0,2015-02-18,2015-02-18,494,1,0,40,5,494,0-1 días
6,Conventional fixed mortgage,"Loan modification,collection,foreclosure",Desconocido,25,20737.0,2015-02-18,2015-02-18,644,4,0,40,1,644,0-1 días
3,Desconocido,Credit monitoring or identity protection,Problem cancelling or closing account,14,30122.0,2015-02-18,2015-02-25,1398,1,7,40,5,1398,6-10 días
0,Checking account,"Account opening, closing, or management",Desconocido,13,33407.0,2015-02-18,2015-02-18,190,1,0,39,1,190,0-1 días
4,Medical,Taking/threatening an illegal action,Threatened to sue on too old debt,49,57469.0,2015-02-18,2015-02-25,245,1,7,36,7,Otras,6-10 días
9,Mobile wallet,Unauthorized transactions/trans. issues,Desconocido,51,76107.0,2015-02-18,2015-02-25,1038,1,7,39,1,1038,6-10 días
3,Desconocido,Incorrect information on credit report,Public record,41,43212.0,2015-02-18,2015-02-18,1398,3,0,38,2,1398,0-1 días
4,Federal student loan,Cont'd attempts collect debt not owed,Debt is not mine,14,30350.0,2015-02-18,2015-02-18,1500,1,0,37,4,Otras,0-1 días
3,Desconocido,Incorrect information on credit report,Account terms,33,27407.0,2015-02-18,2015-02-18,1398,1,0,38,2,1398,0-1 días
3,Desconocido,Incorrect information on credit report,Account terms,33,27407.0,2015-02-18,2015-02-25,494,4,7,38,2,494,6-10 días
6,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",Desconocido,6,85711.0,2015-02-18,2015-02-23,644,1,5,40,1,644,2-5 días
9,Government benefit payment card,Fraud or scam,Desconocido,19,60445.0,2015-02-18,2015-02-25,353,1,7,13,1,Otras,6-10 días
2,Desconocido,Identity theft / Fraud / Embezzlement,Desconocido,51,77573.0,2015-02-18,2015-02-18,312,1,0,37,1,312,0-1 días
4,Desconocido,Disclosure verification of debt,Not given enough info to verify debt,20,46706.0,2015-02-18,2015-02-18,1064,1,0,31,7,1064,0-1 días
1,Installment loan,Problems when you are unable to pay,Desconocido,7,94608.0,2015-02-18,2015-02-24,463,3,6,35,1,Otras,6-10 días
3,Desconocido,Credit reporting company's investigation,Problem with statement of dispute,37,8302.0,2015-02-18,2015-02-18,1398,1,0,40,5,1398,0-1 días
6,VA mortgage,"Loan modification,collection,foreclosure",Desconocido,48,29926.0,2015-02-18,2015-02-18,996,1,0,40,1,996,0-1 días
3,Desconocido,Incorrect information on credit report,Account status,22,40509.0,2015-02-18,2015-03-09,1398,1,19,38,2,1398,11-30 días
4,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,13,32117.0,2015-02-18,2015-02-18,486,3,0,37,4,486,0-1 días
6,Conventional fixed mortgage,"Loan servicing, payments, escrow account",Desconocido,51,76643.0,2015-02-18,2015-02-18,644,1,0,40,1,644,0-1 días
0,Other bank product/service,Deposits and withdrawals,Desconocido,7,95407.0,2015-02-18,2015-02-18,192,1,0,24,1,Otras,0-1 días
6,Conventional fixed mortgage,"Loan servicing, payments, escrow account",Desconocido,37,8818.0,2015-02-18,2015-02-23,1024,1,5,40,1,1024,2-5 días
6,FHA mortgage,Credit decision / Underwriting,Desconocido,2,36111.0,2015-02-18,2015-03-11,71,1,21,30,1,Otras,11-30 días
6,Conventional fixed mortgage,"Loan servicing, payments, escrow account",Desconocido,2,35022.0,2015-02-18,2015-02-18,996,1,0,40,1,996,0-1 días
4,Medical,Cont'd attempts collect debt not owed,Debt was paid,51,77879.0,2015-02-18,2015-02-23,672,1,5,37,3,Otras,2-5 días
1,Vehicle loan,Problems when you are unable to pay,Desconocido,2,35023.0,2015-02-18,2015-02-24,1071,1,6,35,1,Otras,6-10 días
0,Checking account,"Account opening, closing, or management",Desconocido,40,14141.0,2015-02-18,2015-02-25,190,1,7,39,1,190,6-10 días
6,Home equity loan or line of credit,"Loan servicing, payments, escrow account",Desconocido,28,49418.0,2015-02-18,2015-02-18,573,1,0,40,1,Otras,0-1 días
6,Conventional fixed mortgage,"Application, originator, mortgage broker",Desconocido,51,75104.0,2015-02-18,2015-02-18,190,4,0,40,1,190,0-1 días
7,Check cashing,Disclosures,Desconocido,51,78644.0,2015-02-18,2015-02-25,518,1,7,11,1,Otras,6-10 días
3,Desconocido,Incorrect information on credit report,Information is not mine,25,21014.0,2015-02-18,2015-02-24,1398,3,6,38,4,1398,6-10 días
6,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",Desconocido,13,33126.0,2015-02-18,2015-02-18,1498,3,0,40,1,1498,0-1 días
4,Medical,Cont'd attempts collect debt not owed,Debt is not mine,22,40258.0,2015-02-18,2015-02-18,1175,0,0,37,4,Otras,0-1 días
6,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",Desconocido,6,85207.0,2015-02-18,2015-02-18,1289,1,0,40,1,Otras,0-1 días
4,Medical,Cont'd attempts collect debt not owed,Debt is not mine,22,40258.0,2015-02-18,2015-02-24,399,0,6,37,4,Otras,6-10 días
4,Medical,Cont'd attempts collect debt not owed,Debt is not mine,22,40258.0,2015-02-18,2015-02-26,1182,1,8,37,4,Otras,6-10 días
3,Desconocido,Unable to get credit report/credit score,Problem getting my free annual report,7,92165.0,2015-02-18,2015-02-18,1398,3,0,40,6,1398,0-1 días
6,Conventional fixed mortgage,"Loan modification,collection,foreclosure",Desconocido,13,33173.0,2015-02-18,2015-02-24,955,1,6,40,1,955,6-10 días
3,Desconocido,Unable to get credit report/credit score,Problem getting my free annual report,7,92165.0,2015-02-18,2015-02-18,494,3,0,40,6,494,0-1 días
2,Desconocido,Billing disputes,Desconocido,51,76227.0,2015-02-18,2015-02-25,190,1,7,16,1,190,6-10 días
3,Desconocido,Incorrect information on credit report,Public record,7,92660.0,2015-02-18,2015-02-19,494,3,1,38,2,494,0-1 días
6,Conventional fixed mortgage,"Loan modification,collection,foreclosure",Desconocido,24,2148.0,2015-02-18,2015-02-18,729,4,0,40,1,729,0-1 días
0,Other bank product/service,"Making/receiving payments, sending money",Desconocido,7,90630.0,2015-02-18,2015-02-18,1498,1,0,40,1,1498,0-1 días
6,Conventional fixed mortgage,"Loan servicing, payments, escrow account",Desconocido,14,30157.0,2015-02-18,2015-02-18,996,1,0,40,1,996,0-1 días
0,Checking account,"Account opening, closing, or management",Desconocido,22,42035.0,2015-02-18,2015-02-20,190,2,2,39,1,190,2-5 días
4,Payday loan,Cont'd attempts collect debt not owed,Debt was paid,41,43220.0,2015-02-18,2015-02-25,205,3,7,37,3,Otras,6-10 días
6,FHA mortgage,"Loan servicing, payments, escrow account",Desconocido,56,98034.0,2015-02-18,2015-02-18,644,2,0,40,1,644,0-1 días
1,Vehicle loan,Managing the loan or lease,Desconocido,33,27406.0,2015-02-18,2015-02-24,237,1,6,26,1,Otras,6-10 días
4,Credit card,Disclosure verification of debt,Not given enough info to verify debt,40,11235.0,2015-02-18,2015-02-25,1448,1,7,31,7,Otras,6-10 días
1,Vehicle loan,Problems when you are unable to pay,Desconocido,31,39272.0,2015-02-18,2015-02-25,1506,1,7,35,1,Otras,6-10 días
4,Credit card,Disclosure verification of debt,Right to dispute notice not received,53,23454.0,2015-02-18,2015-02-25,661,1,7,31,6,661,6-10 días
6,FHA mortgage,"Loan modification,collection,foreclosure",Desconocido,19,62269.0,2015-02-18,2015-02-25,1419,1,7,40,1,1419,6-10 días
4,Auto,Cont'd attempts collect debt not owed,Debt was paid,28,49116.0,2015-02-18,2015-02-24,356,5,6,37,3,Otras,6-10 días
6,Other mortgage,"Loan modification,collection,foreclosure",Desconocido,24,2093.0,2015-02-18,2015-02-25,198,4,7,40,1,Otras,6-10 días
2,Desconocido,Billing disputes,Desconocido,40,12833.0,2015-02-18,2015-02-18,190,2,0,16,1,190,0-1 días
4,Desconocido,Improper contact or sharing of info,Contacted me after I asked not to,44,16046.0,2015-02-18,2015-02-25,838,3,7,35,7,Otras,6-10 días
4,Credit card,Disclosure verification of debt,Right to dispute notice not received,53,23454.0,2015-02-18,2015-02-18,1173,4,0,31,6,Otras,0-1 días
3,Desconocido,Credit reporting company's investigation,No notice of investigation status/result,53,23454.0,2015-02-18,2015-02-18,494,1,0,40,5,494,0-1 días
3,Desconocido,Credit reporting company's investigation,No notice of investigation status/result,40,11980.0,2015-02-18,2015-02-18,1398,1,0,40,5,1398,0-1 días
6,VA mortgage,"Application, originator, mortgage broker",Desconocido,6,85298.0,2015-02-18,2015-02-25,427,1,7,40,1,Otras,6-10 días
4,Medical,Cont'd attempts collect debt not owed,Debt is not mine,33,27513.0,2015-02-18,2015-02-18,204,1,0,37,4,Otras,0-1 días
4,Payday loan,Improper contact or sharing of info,Talked to a third party about my debt,11,19904.0,2015-02-18,2015-02-18,449,1,0,35,8,Otras,0-1 días
6,Conventional fixed mortgage,Credit decision / Underwriting,Desconocido,13,33173.0,2015-02-18,2015-02-25,1498,4,7,30,1,1498,6-10 días
0,Other bank product/service,Deposits and withdrawals,Desconocido,44,19607.0,2015-02-18,2015-02-18,1498,3,0,24,1,1498,0-1 días
2,Desconocido,Other,Desconocido,14,30024.0,2015-02-18,2015-02-18,1341,4,0,5,1,1341,0-1 días
6,Conventional fixed mortgage,"Loan modification,collection,foreclosure",Desconocido,7,92814.0,2015-02-18,2015-02-18,729,4,0,40,1,729,0-1 días
2,Desconocido,APR or interest rate,Desconocido,37,7086.0,2015-02-18,2015-02-18,598,1,0,20,1,598,0-1 días
2,Desconocido,Other,Desconocido,8,80926.0,2015-02-18,2015-02-18,450,1,0,5,1,450,0-1 días
3,Desconocido,Credit reporting company's investigation,No notice of investigation status/result,7,94553.0,2015-02-18,2015-02-18,504,4,0,40,5,504,0-1 días
3,Desconocido,Incorrect information on credit report,Account terms,24,2122.0,2015-02-18,2015-02-18,504,1,0,38,2,504,0-1 días
4,Desconocido,Cont'd attempts collect debt not owed,Debt is not mine,13,32937.0,2015-02-18,2015-02-18,463,3,0,37,4,Otras,0-1 días
4,Credit card,Improper contact or sharing of info,Talked to a third party about my debt,7,91335.0,2015-02-18,2015-02-18,486,3,0,35,8,486,0-1 días
2,Desconocido,APR or interest rate,Desconocido,42,73020.0,2015-02-18,2015-02-18,1429,2,0,20,1,1429,0-1 días
6,Conventional fixed mortgage,"Loan servicing, payments, escrow account",Desconocido,28,48198.0,2015-02-18,2015-02-18,1261,2,0,40,1,1261,0-1 días
6,FHA mortgage,"Loan servicing, payments, escrow account",Desconocido,13,32832.0,2015-02-18,2015-02-18,285,4,0,40,1,Otras,0-1 días
3,Desconocido,Credit reporting company's investigation,No notice of investigation status/result,40,11520.0,2015-02-18,2015-02-19,518,1,1,40,5,Otras,0-1 días
2,Desconocido,Other,Desconocido,25,21076.0,2015-02-18,2015-02-23,190,1,5,5,1,190,2-5 días
6,Other mortgage,"Loan modification,collection,foreclosure",Desconocido,7,92407.0,2015-02-18,2015-02-18,996,4,0,40,1,996,0-1 días
4,Payday loan,Disclosure verification of debt,Not given enough info to verify debt,30,63108.0,2015-02-18,2015-02-19,490,1,1,31,7,Otras,0-1 días
0,Checking account,Deposits and withdrawals,Desconocido,48,29229.0,2015-02-18,2015-02-23,1498,1,5,24,1,1498,2-5 días
3,Desconocido,Credit reporting company's investigation,Investigation took too long,7,94571.0,2015-02-18,2015-02-18,504,1,0,40,4,504,0-1 días
6,FHA mortgage,Credit decision / Underwriting,Desconocido,14,30078.0,2015-02-18,2015-02-18,33,2,0,30,1,Otras,0-1 días
8,Desconocido,Charged fees or interest I didn't expect,Desconocido,56,98683.0,2015-02-18,2015-02-23,1153,1,5,40,1,Otras,2-5 días
6,Conventional fixed mortgage,"Application, originator, mortgage broker",Desconocido,23,70006.0,2015-02-18,2015-02-18,33,1,0,40,1,Otras,0-1 días
4,"Other (phone, health club, etc.)",Communication tactics,Threatened to take legal action,14,30319.0,2015-02-18,2015-02-18,1019,1,0,21,5,Otras,0-1 días
3,Desconocido,Incorrect information on credit report,Reinserted previously deleted info,22,40509.0,2015-02-18,2015-02-23,504,1,5,38,4,504,2-5 días
0,Checking account,Using a debit or ATM card,Desconocido,7,95315.0,2015-02-18,2015-02-23,1498,2,5,25,1,1498,2-5 días
3,Desconocido,Incorrect information on credit report,Account status,22,40509.0,2015-02-18,2015-03-09,494,1,19,38,2,494,11-30 días
6,Conventional fixed mortgage,"Loan servicing, payments, escrow account",Desconocido,14,30084.0,2015-02-18,2015-02-18,661,1,0,40,1,661,0-1 días
6,Other mortgage,"Loan modification,collection,foreclosure",Desconocido,14,30011.0,2015-02-18,2015-02-25,955,4,7,40,1,955,6-10 días
4,Auto,Cont'd attempts collect debt not owed,Debt was paid,22,42459.0,2015-02-18,2015-02-18,1447,5,0,37,3,Otras,0-1 días
6,Conventional fixed mortgage,"Application, originator, mortgage broker",Desconocido,53,23320.0,2015-02-18,2015-02-19,1111,1,1,40,1,Otras,0-1 días
2,Desconocido,Closing/Cancelling account,Desconocido,43,97124.0,2015-02-18,2015-02-19,450,1,1,26,1,450,0-1 días
6,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",Desconocido,44,17241.0,2015-02-18,2015-02-24,996,1,6,40,1,996,6-10 días
0,Checking account,Problems caused by my funds being low,Desconocido,40,11520.0,2015-02-18,2015-02-18,190,1,0,37,1,190,0-1 días
2,Desconocido,Other,Desconocido,44,19116.0,2015-02-18,2015-02-25,1024,4,7,5,1,1024,6-10 días
3,Desconocido,Credit reporting company's investigation,Problem with statement of dispute,36,3825.0,2015-02-18,2015-02-18,494,1,0,40,5,494,0-1 días
3,Desconocido,Incorrect information on credit report,Account status,6,85138.0,2015-02-18,2015-03-10,1398,1,20,38,2,1398,11-30 días
6,Other mortgage,"Loan modification,collection,foreclosure",Desconocido,39,Desconocido,2015-02-18,2015-02-25,190,4,7,40,1,190,6-10 días
6,Home equity loan or line of credit,"Loan servicing, payments, escrow account",Desconocido,41,44060.0,2015-02-18,2015-02-18,1382,1,0,40,1,Otras,0-1 días
2,Desconocido,Billing disputes,Desconocido,41,43224.0,2015-02-18,2015-02-25,533,1,7,16,1,533,6-10 días
2,Desconocido,Identity theft / Fraud / Embezzlement,Desconocido,40,11743.0,2015-02-18,2015-02-25,729,1,7,37,1,729,6-10 días
4,Credit card,Cont'd attempts collect debt not owed,Debt was paid,29,55114.0,2015-02-18,2015-02-18,1357,1,0,37,3,Otras,0-1 días
6,FHA mortgage,"Loan modification,collection,foreclosure",Desconocido,44,19111.0,2015-02-18,2015-02-19,285,4,1,40,1,Otras,0-1 días
