feature,importance
ZIP_code_42101.0,0.0
ZIP_code_42103.0,0.0
ZIP_code_42104.0,0.0
ZIP_code_42134.0,0.0
ZIP_code_42167.0,0.0
ZIP_code_42171.0,0.0
ZIP_code_42202.0,0.0
ZIP_code_42211.0,0.0
ZIP_code_42223.0,0.0
ZIP_code_42240.0,0.0
ZIP_code_42259.0,0.0
ZIP_code_42276.0,0.0
ZIP_code_42303.0,0.0
ZIP_code_42347.0,0.0
ZIP_code_42355.0,0.0
ZIP_code_424.0,0.0
ZIP_code_4240.0,0.0
ZIP_code_42420.0,0.0
ZIP_code_42445.0,0.0
ZIP_code_42459.0,0.0
ZIP_code_42501.0,0.0
ZIP_code_4260.0,0.0
ZIP_code_4270.0,0.0
ZIP_code_42701.0,0.0
ZIP_code_42713.0,0.0
ZIP_code_42718.0,0.0
ZIP_code_42728.0,0.0
ZIP_code_4274.0,0.0
ZIP_code_42754.0,0.0
ZIP_code_43004.0,0.0
ZIP_code_43014.0,0.0
ZIP_code_43015.0,0.0
ZIP_code_43016.0,0.0
ZIP_code_43017.0,0.0
ZIP_code_43021.0,0.0
ZIP_code_43023.0,0.0
ZIP_code_43026.0,0.0
ZIP_code_43035.0,0.0
ZIP_code_43040.0,0.0
ZIP_code_43054.0,0.0
ZIP_code_43055.0,0.0
ZIP_code_43060.0,0.0
ZIP_code_43061.0,0.0
ZIP_code_43062.0,0.0
ZIP_code_43064.0,0.0
ZIP_code_43065.0,0.0
ZIP_code_43068.0,0.0
ZIP_code_43072.0,0.0
ZIP_code_43078.0,0.0
ZIP_code_43080.0,0.0
ZIP_code_43081.0,0.0
ZIP_code_43082.0,0.0
ZIP_code_43085.0,0.0
ZIP_code_43110.0,0.0
ZIP_code_43119.0,0.0
ZIP_code_43123.0,0.0
ZIP_code_43125.0,0.0
ZIP_code_43130.0,0.0
ZIP_code_43138.0,0.0
ZIP_code_43140.0,0.0
ZIP_code_43147.0,0.0
ZIP_code_43155.0,0.0
ZIP_code_43157.0,0.0
ZIP_code_43162.0,0.0
ZIP_code_43201.0,0.0
ZIP_code_43202.0,0.0
ZIP_code_43203.0,0.0
ZIP_code_43204.0,0.0
ZIP_code_43207.0,0.0
ZIP_code_43209.0,0.0
ZIP_code_43211.0,0.0
ZIP_code_43212.0,0.0
ZIP_code_43213.0,0.0
ZIP_code_43214.0,0.0
ZIP_code_43215.0,0.0
ZIP_code_43219.0,0.0
ZIP_code_43220.0,0.0
ZIP_code_43223.0,0.0
ZIP_code_43224.0,0.0
ZIP_code_43227.0,0.0
ZIP_code_43228.0,0.0
ZIP_code_43229.0,0.0
ZIP_code_43230.0,0.0
ZIP_code_43232.0,0.0
ZIP_code_43235.0,0.0
ZIP_code_43240.0,0.0
ZIP_code_43302.0,0.0
ZIP_code_43311.0,0.0
ZIP_code_43338.0,0.0
ZIP_code_43348.0,0.0
ZIP_code_43410.0,0.0
ZIP_code_43420.0,0.0
ZIP_code_43440.0,0.0
ZIP_code_43452.0,0.0
ZIP_code_4347.0,0.0
ZIP_code_43502.0,0.0
ZIP_code_43512.0,0.0
ZIP_code_43526.0,0.0
ZIP_code_43537.0,0.0
ZIP_code_43543.0,0.0
ZIP_code_43551.0,0.0
ZIP_code_43558.0,0.0
ZIP_code_43566.0,0.0
ZIP_code_43567.0,0.0
ZIP_code_43605.0,0.0
ZIP_code_43606.0,0.0
ZIP_code_43607.0,0.0
ZIP_code_43608.0,0.0
ZIP_code_43609.0,0.0
ZIP_code_43610.0,0.0
ZIP_code_43611.0,0.0
ZIP_code_43612.0,0.0
ZIP_code_43614.0,0.0
ZIP_code_99567.0,0.0
ZIP_code_43623.0,0.0
ZIP_code_43701.0,0.0
ZIP_code_43702.0,0.0
ZIP_code_43714.0,0.0
ZIP_code_43725.0,0.0
ZIP_code_43735.0,0.0
ZIP_code_43766.0,0.0
ZIP_code_43777.0,0.0
ZIP_code_43920.0,0.0
ZIP_code_43938.0,0.0
ZIP_code_44001.0,0.0
ZIP_code_44004.0,0.0
ZIP_code_4401.0,0.0
ZIP_code_44011.0,0.0
ZIP_code_44012.0,0.0
ZIP_code_99336.0,0.0
ZIP_code_44022.0,0.0
ZIP_code_44023.0,0.0
ZIP_code_44024.0,0.0
ZIP_code_44026.0,0.0
ZIP_code_44035.0,0.0
ZIP_code_44039.0,0.0
ZIP_code_44050.0,0.0
ZIP_code_99686.0,0.0
ZIP_code_44053.0,0.0
ZIP_code_44056.0,0.0
ZIP_code_44057.0,0.0
ZIP_code_44060.0,0.0
ZIP_code_44062.0,0.0
ZIP_code_44065.0,0.0
ZIP_code_44067.0,0.0
ZIP_code_44070.0,0.0
ZIP_code_44074.0,0.0
ZIP_code_44077.0,0.0
ZIP_code_44084.0,0.0
ZIP_code_44086.0,0.0
ZIP_code_44092.0,0.0
ZIP_code_44094.0,0.0
ZIP_code_44095.0,0.0
ZIP_code_44102.0,0.0
ZIP_code_44105.0,0.0
ZIP_code_44106.0,0.0
ZIP_code_44107.0,0.0
ZIP_code_44109.0,0.0
ZIP_code_44111.0,0.0
ZIP_code_44112.0,0.0
ZIP_code_44113.0,0.0
ZIP_code_44115.0,0.0
ZIP_code_44116.0,0.0
ZIP_code_44118.0,0.0
ZIP_code_44119.0,0.0
ZIP_code_44120.0,0.0
ZIP_code_44121.0,0.0
ZIP_code_44122.0,0.0
ZIP_code_44124.0,0.0
ZIP_code_44125.0,0.0
ZIP_code_44127.0,0.0
ZIP_code_44128.0,0.0
ZIP_code_44130.0,0.0
ZIP_code_99687.0,0.0
ZIP_code_44132.0,0.0
ZIP_code_44133.0,0.0
ZIP_code_99705.0,0.0
ZIP_code_44135.0,0.0
ZIP_code_44136.0,0.0
ZIP_code_44137.0,0.0
ZIP_code_44138.0,0.0
ZIP_code_44140.0,0.0
ZIP_code_44141.0,0.0
ZIP_code_99708.0,0.0
ZIP_code_44145.0,0.0
ZIP_code_44146.0,0.0
ZIP_code_44147.0,0.0
ZIP_code_44149.0,0.0
ZIP_code_44203.0,0.0
ZIP_code_44212.0,0.0
ZIP_code_44215.0,0.0
ZIP_code_44221.0,0.0
ZIP_code_44223.0,0.0
ZIP_code_44224.0,0.0
ZIP_code_44231.0,0.0
ZIP_code_44234.0,0.0
ZIP_code_44236.0,0.0
ZIP_code_4424.0,0.0
ZIP_code_44240.0,0.0
ZIP_code_44241.0,0.0
ZIP_code_44254.0,0.0
ZIP_code_44256.0,0.0
ZIP_code_44266.0,0.0
ZIP_code_44273.0,0.0
ZIP_code_44278.0,0.0
ZIP_code_44281.0,0.0
ZIP_code_4429.0,0.0
ZIP_code_44301.0,0.0
ZIP_code_44303.0,0.0
ZIP_code_44305.0,0.0
ZIP_code_44310.0,0.0
ZIP_code_44312.0,0.0
ZIP_code_44313.0,0.0
ZIP_code_44314.0,0.0
ZIP_code_44320.0,0.0
ZIP_code_44321.0,0.0
ZIP_code_44333.0,0.0
ZIP_code_44402.0,0.0
ZIP_code_44405.0,0.0
ZIP_code_44406.0,0.0
ZIP_code_44410.0,0.0
ZIP_code_99712.0,0.0
ZIP_code_44413.0,0.0
ZIP_code_44418.0,0.0
ZIP_code_44420.0,0.0
ZIP_code_44425.0,0.0
ZIP_code_44429.0,0.0
ZIP_code_44432.0,0.0
ZIP_code_44444.0,0.0
ZIP_code_99762.0,0.0
ZIP_code_44460.0,0.0
ZIP_code_44473.0,0.0
ZIP_code_44481.0,0.0
ZIP_code_44483.0,0.0
ZIP_code_44484.0,0.0
ZIP_code_44502.0,0.0
ZIP_code_44511.0,0.0
ZIP_code_44515.0,0.0
ZIP_code_44601.0,0.0
ZIP_code_44614.0,0.0
ZIP_code_44621.0,0.0
ZIP_code_44622.0,0.0
ZIP_code_44626.0,0.0
ZIP_code_44629.0,0.0
ZIP_code_44637.0,0.0
ZIP_code_44646.0,0.0
ZIP_code_44647.0,0.0
ZIP_code_44663.0,0.0
ZIP_code_44685.0,0.0
ZIP_code_44691.0,0.0
ZIP_code_44703.0,0.0
ZIP_code_44704.0,0.0
ZIP_code_44705.0,0.0
ZIP_code_44706.0,0.0
ZIP_code_44708.0,0.0
ZIP_code_44709.0,0.0
ZIP_code_44721.0,0.0
ZIP_code_44730.0,0.0
ZIP_code_4474.0,0.0
ZIP_code_44805.0,0.0
ZIP_code_44813.0,0.0
ZIP_code_44830.0,0.0
ZIP_code_44841.0,0.0
ZIP_code_44843.0,0.0
ZIP_code_44846.0,0.0
ZIP_code_44851.0,0.0
ZIP_code_44860.0,0.0
ZIP_code_44870.0,0.0
ZIP_code_44883.0,0.0
ZIP_code_44889.0,0.0
ZIP_code_44903.0,0.0
ZIP_code_44904.0,0.0
ZIP_code_45011.0,0.0
ZIP_code_45013.0,0.0
ZIP_code_45014.0,0.0
ZIP_code_45015.0,0.0
ZIP_code_45030.0,0.0
ZIP_code_45036.0,0.0
ZIP_code_45039.0,0.0
ZIP_code_45040.0,0.0
ZIP_code_99821.0,0.0
ZIP_code_45044.0,0.0
ZIP_code_45050.0,0.0
ZIP_code_45053.0,0.0
ZIP_code_45065.0,0.0
ZIP_code_45067.0,0.0
ZIP_code_45068.0,0.0
ZIP_code_45069.0,0.0
ZIP_code_45074.0,0.0
ZIP_code_45103.0,0.0
ZIP_code_45111.0,0.0
ZIP_code_45133.0,0.0
ZIP_code_45140.0,0.0
ZIP_code_45150.0,0.0
ZIP_code_45152.0,0.0
ZIP_code_45154.0,0.0
ZIP_code_45157.0,0.0
ZIP_code_45167.0,0.0
ZIP_code_45171.0,0.0
ZIP_code_45202.0,0.0
ZIP_code_45206.0,0.0
ZIP_code_45208.0,0.0
ZIP_code_45211.0,0.0
ZIP_code_45212.0,0.0
ZIP_code_45215.0,0.0
ZIP_code_45216.0,0.0
ZIP_code_45218.0,0.0
ZIP_code_45219.0,0.0
ZIP_code_45220.0,0.0
ZIP_code_45223.0,0.0
ZIP_code_45224.0,0.0
ZIP_code_45227.0,0.0
ZIP_code_45229.0,0.0
ZIP_code_45230.0,0.0
ZIP_code_45231.0,0.0
ZIP_code_45237.0,0.0
ZIP_code_45238.0,0.0
ZIP_code_45240.0,0.0
ZIP_code_45241.0,0.0
ZIP_code_45242.0,0.0
ZIP_code_45243.0,0.0
ZIP_code_99841.0,0.0
ZIP_code_45245.0,0.0
ZIP_code_45248.0,0.0
ZIP_code_45251.0,0.0
ZIP_code_45252.0,0.0
ZIP_code_4530.0,0.0
ZIP_code_45302.0,0.0
ZIP_code_45304.0,0.0
ZIP_code_45320.0,0.0
ZIP_code_45322.0,0.0
ZIP_code_45324.0,0.0
ZIP_code_45331.0,0.0
ZIP_code_45338.0,0.0
ZIP_code_45340.0,0.0
ZIP_code_45342.0,0.0
ZIP_code_45356.0,0.0
ZIP_code_45370.0,0.0
ZIP_code_45373.0,0.0
ZIP_code_45377.0,0.0
ZIP_code_45383.0,0.0
ZIP_code_45402.0,0.0
ZIP_code_45403.0,0.0
ZIP_code_45405.0,0.0
ZIP_code_45406.0,0.0
ZIP_code_45415.0,0.0
ZIP_code_99901.0,0.0
ZIP_code_45419.0,0.0
ZIP_code_45420.0,0.0
ZIP_code_45424.0,0.0
ZIP_code_45429.0,0.0
ZIP_code_45431.0,0.0
ZIP_code_45434.0,0.0
ZIP_code_45458.0,0.0
ZIP_code_45459.0,0.0
ZIP_code_45504.0,0.0
ZIP_code_45505.0,0.0
ZIP_code_45506.0,0.0
ZIP_code_45601.0,0.0
ZIP_code_4562.0,0.0
ZIP_code_45638.0,0.0
ZIP_code_45644.0,0.0
ZIP_code_45651.0,0.0
ZIP_code_45653.0,0.0
ZIP_code_45669.0,0.0
ZIP_code_45680.0,0.0
ZIP_code_45693.0,0.0
ZIP_code_45694.0,0.0
ZIP_code_45695.0,0.0
ZIP_code_45701.0,0.0
ZIP_code_45771.0,0.0
ZIP_code_45779.0,0.0
ZIP_code_45802.0,0.0
ZIP_code_99926.0,0.0
ZIP_code_45813.0,0.0
ZIP_code_45814.0,0.0
ZIP_code_45840.0,0.0
ZIP_code_45858.0,0.0
ZIP_code_45871.0,0.0
ZIP_code_45873.0,0.0
ZIP_code_45891.0,0.0
ZIP_code_46011.0,0.0
ZIP_code_46017.0,0.0
ZIP_code_46032.0,0.0
ZIP_code_46033.0,0.0
ZIP_code_46037.0,0.0
ZIP_code_46038.0,0.0
ZIP_code_46040.0,0.0
ZIP_code_99999.0,0.0
ZIP_code_46055.0,0.0
ZIP_code_46060.0,0.0
ZIP_code_46062.0,0.0
ZIP_code_46069.0,0.0
ZIP_code_4609.0,0.0
ZIP_code_46113.0,0.0
ZIP_code_46115.0,0.0
ZIP_code_46122.0,0.0
ZIP_code_46123.0,0.0
ZIP_code_46124.0,0.0
ZIP_code_46131.0,0.0
ZIP_code_46140.0,0.0
ZIP_code_46142.0,0.0
ZIP_code_46151.0,0.0
ZIP_code_46158.0,0.0
ZIP_code_46168.0,0.0
ZIP_code_46184.0,0.0
ZIP_code_46202.0,0.0
ZIP_code_46203.0,0.0
ZIP_code_46205.0,0.0
ZIP_code_46206.0,0.0
Sub_product_Domestic (US) money transfer,0.0
ZIP_code_46217.0,0.0
ZIP_code_46218.0,0.0
ZIP_code_46222.0,0.0
ZIP_code_46224.0,0.0
ZIP_code_46227.0,0.0
ZIP_code_46228.0,0.0
ZIP_code_46229.0,0.0
ZIP_code_46231.0,0.0
ZIP_code_46234.0,0.0
ZIP_code_46237.0,0.0
ZIP_code_46239.0,0.0
ZIP_code_46240.0,0.0
ZIP_code_46241.0,0.0
ZIP_code_46250.0,0.0
Sub_product_Federal student loan,0.0
ZIP_code_46256.0,0.0
ZIP_code_46259.0,0.0
ZIP_code_46260.0,0.0
ZIP_code_46268.0,0.0
ZIP_code_46278.0,0.0
ZIP_code_46304.0,0.0
ZIP_code_46307.0,0.0
ZIP_code_4631.0,0.0
ZIP_code_46312.0,0.0
ZIP_code_46320.0,0.0
ZIP_code_46323.0,0.0
ZIP_code_46324.0,0.0
ZIP_code_46342.0,0.0
ZIP_code_46346.0,0.0
ZIP_code_46350.0,0.0
ZIP_code_46356.0,0.0
ZIP_code_46375.0,0.0
ZIP_code_46383.0,0.0
ZIP_code_46385.0,0.0
ZIP_code_46390.0,0.0
ZIP_code_46391.0,0.0
ZIP_code_46392.0,0.0
ZIP_code_4640.0,0.0
ZIP_code_46402.0,0.0
ZIP_code_46403.0,0.0
ZIP_code_46404.0,0.0
ZIP_code_46407.0,0.0
ZIP_code_46410.0,0.0
ZIP_code_46514.0,0.0
ZIP_code_46516.0,0.0
ZIP_code_46517.0,0.0
ZIP_code_46526.0,0.0
ZIP_code_46528.0,0.0
ZIP_code_46530.0,0.0
ZIP_code_46540.0,0.0
ZIP_code_46544.0,0.0
ZIP_code_46545.0,0.0
ZIP_code_46550.0,0.0
ZIP_code_46563.0,0.0
ZIP_code_46574.0,0.0
ZIP_code_46582.0,0.0
ZIP_code_46615.0,0.0
ZIP_code_46617.0,0.0
ZIP_code_46628.0,0.0
ZIP_code_46635.0,0.0
ZIP_code_46637.0,0.0
ZIP_code_46706.0,0.0
ZIP_code_46761.0,0.0
ZIP_code_46774.0,0.0
ZIP_code_46804.0,0.0
ZIP_code_46807.0,0.0
ZIP_code_46814.0,0.0
ZIP_code_46815.0,0.0
ZIP_code_46825.0,0.0
ZIP_code_46835.0,0.0
ZIP_code_46901.0,0.0
ZIP_code_46902.0,0.0
ZIP_code_46947.0,0.0
ZIP_code_46952.0,0.0
ZIP_code_46989.0,0.0
ZIP_code_47010.0,0.0
ZIP_code_47025.0,0.0
ZIP_code_47111.0,0.0
ZIP_code_47130.0,0.0
ZIP_code_47150.0,0.0
ZIP_code_47164.0,0.0
ZIP_code_47167.0,0.0
ZIP_code_47170.0,0.0
ZIP_code_47172.0,0.0
ZIP_code_47201.0,0.0
ZIP_code_47203.0,0.0
ZIP_code_47250.0,0.0
ZIP_code_47274.0,0.0
ZIP_code_47302.0,0.0
ZIP_code_47304.0,0.0
ZIP_code_47348.0,0.0
ZIP_code_47353.0,0.0
ZIP_code_47356.0,0.0
ZIP_code_47362.0,0.0
ZIP_code_47368.0,0.0
ZIP_code_47401.0,0.0
ZIP_code_47403.0,0.0
ZIP_code_47408.0,0.0
Sub_product_Foreign currency exchange,0.0
ZIP_code_47460.0,0.0
ZIP_code_47501.0,0.0
ZIP_code_47579.0,0.0
ZIP_code_47586.0,0.0
ZIP_code_47601.0,0.0
ZIP_code_47610.0,0.0
ZIP_code_47630.0,0.0
ZIP_code_47710.0,0.0
ZIP_code_47712.0,0.0
ZIP_code_47713.0,0.0
Sub_product_ID prepaid card,0.0
ZIP_code_47715.0,0.0
ZIP_code_47753.0,0.0
ZIP_code_47803.0,0.0
ZIP_code_47805.0,0.0
ZIP_code_47807.0,0.0
ZIP_code_47842.0,0.0
ZIP_code_47872.0,0.0
ZIP_code_47882.0,0.0
ZIP_code_47901.0,0.0
ZIP_code_47905.0,0.0
ZIP_code_47906.0,0.0
ZIP_code_47909.0,0.0
ZIP_code_47933.0,0.0
ZIP_code_47949.0,0.0
ZIP_code_48009.0,0.0
ZIP_code_48021.0,0.0
ZIP_code_48023.0,0.0
ZIP_code_48025.0,0.0
ZIP_code_48026.0,0.0
ZIP_code_48028.0,0.0
ZIP_code_48030.0,0.0
ZIP_code_48033.0,0.0
ZIP_code_48034.0,0.0
ZIP_code_48035.0,0.0
ZIP_code_48041.0,0.0
ZIP_code_48042.0,0.0
ZIP_code_48043.0,0.0
ZIP_code_48044.0,0.0
ZIP_code_48045.0,0.0
ZIP_code_48047.0,0.0
ZIP_code_48048.0,0.0
ZIP_code_48050.0,0.0
ZIP_code_48051.0,0.0
ZIP_code_48054.0,0.0
ZIP_code_48059.0,0.0
ZIP_code_48060.0,0.0
ZIP_code_48062.0,0.0
ZIP_code_48066.0,0.0
Sub_product_Installment loan,0.0
ZIP_code_48072.0,0.0
ZIP_code_48073.0,0.0
ZIP_code_48075.0,0.0
ZIP_code_48076.0,0.0
ZIP_code_48080.0,0.0
ZIP_code_48081.0,0.0
ZIP_code_48083.0,0.0
ZIP_code_48084.0,0.0
ZIP_code_48085.0,0.0
ZIP_code_48088.0,0.0
ZIP_code_48089.0,0.0
ZIP_code_48091.0,0.0
ZIP_code_48093.0,0.0
ZIP_code_48098.0,0.0
ZIP_code_48101.0,0.0
ZIP_code_48103.0,0.0
Sub_product_International money transfer,0.0
ZIP_code_48105.0,0.0
ZIP_code_48108.0,0.0
ZIP_code_48111.0,0.0
ZIP_code_48116.0,0.0
ZIP_code_48124.0,0.0
ZIP_code_48126.0,0.0
ZIP_code_48127.0,0.0
ZIP_code_48134.0,0.0
ZIP_code_48135.0,0.0
ZIP_code_48138.0,0.0
ZIP_code_48141.0,0.0
ZIP_code_48144.0,0.0
ZIP_code_48146.0,0.0
ZIP_code_48152.0,0.0
Sub_product_Mobile wallet,0.0
ZIP_code_48160.0,0.0
ZIP_code_48161.0,0.0
ZIP_code_48165.0,0.0
ZIP_code_48166.0,0.0
ZIP_code_48167.0,0.0
ZIP_code_48168.0,0.0
ZIP_code_48170.0,0.0
ZIP_code_48174.0,0.0
ZIP_code_48176.0,0.0
ZIP_code_48180.0,0.0
ZIP_code_48183.0,0.0
Sub_product_Money order,0.0
ZIP_code_48185.0,0.0
ZIP_code_48186.0,0.0
Sub_product_Other special purpose card,0.0
Sub_product_Pawn loan,0.0
ZIP_code_48189.0,0.0
ZIP_code_48192.0,0.0
ZIP_code_48195.0,0.0
ZIP_code_48197.0,0.0
ZIP_code_48198.0,0.0
ZIP_code_48203.0,0.0
ZIP_code_48204.0,0.0
ZIP_code_48205.0,0.0
ZIP_code_48207.0,0.0
ZIP_code_48213.0,0.0
ZIP_code_48214.0,0.0
ZIP_code_48216.0,0.0
Sub_product_Payroll card,0.0
ZIP_code_48220.0,0.0
ZIP_code_48221.0,0.0
ZIP_code_48223.0,0.0
ZIP_code_48224.0,0.0
ZIP_code_48225.0,0.0
ZIP_code_48226.0,0.0
Sub_product_Personal line of credit,0.0
ZIP_code_48228.0,0.0
ZIP_code_48229.0,0.0
ZIP_code_48234.0,0.0
ZIP_code_48235.0,0.0
ZIP_code_48236.0,0.0
ZIP_code_48237.0,0.0
ZIP_code_48238.0,0.0
ZIP_code_48239.0,0.0
ZIP_code_48240.0,0.0
ZIP_code_48271.0,0.0
ZIP_code_48301.0,0.0
ZIP_code_48304.0,0.0
ZIP_code_48307.0,0.0
ZIP_code_48309.0,0.0
ZIP_code_48312.0,0.0
ZIP_code_48313.0,0.0
ZIP_code_48316.0,0.0
ZIP_code_48317.0,0.0
ZIP_code_48322.0,0.0
ZIP_code_48323.0,0.0
ZIP_code_48324.0,0.0
ZIP_code_48326.0,0.0
ZIP_code_48328.0,0.0
ZIP_code_48329.0,0.0
ZIP_code_48331.0,0.0
ZIP_code_48334.0,0.0
ZIP_code_48335.0,0.0
ZIP_code_48336.0,0.0
ZIP_code_48343.0,0.0
ZIP_code_48359.0,0.0
ZIP_code_48362.0,0.0
ZIP_code_48363.0,0.0
ZIP_code_48371.0,0.0
ZIP_code_48381.0,0.0
Sub_product_Refund anticipation check,0.0
ZIP_code_48383.0,0.0
ZIP_code_48390.0,0.0
ZIP_code_48393.0,0.0
ZIP_code_4841.0,0.0
ZIP_code_48422.0,0.0
ZIP_code_4843.0,0.0
ZIP_code_48430.0,0.0
ZIP_code_48433.0,0.0
ZIP_code_48438.0,0.0
ZIP_code_48439.0,0.0
ZIP_code_48446.0,0.0
ZIP_code_48461.0,0.0
ZIP_code_48464.0,0.0
ZIP_code_48471.0,0.0
ZIP_code_48473.0,0.0
ZIP_code_48503.0,0.0
ZIP_code_48505.0,0.0
ZIP_code_48509.0,0.0
ZIP_code_48529.0,0.0
ZIP_code_48604.0,0.0
ZIP_code_48612.0,0.0
ZIP_code_48622.0,0.0
ZIP_code_48624.0,0.0
ZIP_code_48625.0,0.0
ZIP_code_48629.0,0.0
ZIP_code_48631.0,0.0
ZIP_code_48632.0,0.0
ZIP_code_48640.0,0.0
ZIP_code_48653.0,0.0
ZIP_code_48708.0,0.0
ZIP_code_48726.0,0.0
ZIP_code_48750.0,0.0
ZIP_code_48801.0,0.0
ZIP_code_48809.0,0.0
ZIP_code_48818.0,0.0
ZIP_code_48822.0,0.0
ZIP_code_48823.0,0.0
ZIP_code_48827.0,0.0
ZIP_code_48843.0,0.0
ZIP_code_48854.0,0.0
ZIP_code_48855.0,0.0
ZIP_code_48858.0,0.0
ZIP_code_48864.0,0.0
ZIP_code_48879.0,0.0
ZIP_code_48890.0,0.0
ZIP_code_48906.0,0.0
ZIP_code_48910.0,0.0
ZIP_code_48911.0,0.0
ZIP_code_48917.0,0.0
ZIP_code_49001.0,0.0
ZIP_code_49002.0,0.0
ZIP_code_49009.0,0.0
ZIP_code_4901.0,0.0
ZIP_code_49013.0,0.0
ZIP_code_49014.0,0.0
ZIP_code_49015.0,0.0
ZIP_code_49017.0,0.0
ZIP_code_49022.0,0.0
ZIP_code_49024.0,0.0
ZIP_code_49036.0,0.0
ZIP_code_49043.0,0.0
Sub_product_Reverse mortgage,0.0
ZIP_code_49048.0,0.0
ZIP_code_49061.0,0.0
ZIP_code_49065.0,0.0
ZIP_code_49078.0,0.0
ZIP_code_49080.0,0.0
ZIP_code_49085.0,0.0
ZIP_code_49091.0,0.0
ZIP_code_49096.0,0.0
ZIP_code_49112.0,0.0
ZIP_code_49116.0,0.0
ZIP_code_49120.0,0.0
ZIP_code_49127.0,0.0
ZIP_code_4917.0,0.0
ZIP_code_49201.0,0.0
ZIP_code_49202.0,0.0
ZIP_code_49203.0,0.0
ZIP_code_49228.0,0.0
ZIP_code_49232.0,0.0
ZIP_code_49242.0,0.0
ZIP_code_49265.0,0.0
ZIP_code_49270.0,0.0
ZIP_code_49283.0,0.0
ZIP_code_49285.0,0.0
ZIP_code_49306.0,0.0
ZIP_code_49316.0,0.0
ZIP_code_49321.0,0.0
ZIP_code_49323.0,0.0
ZIP_code_49326.0,0.0
Sub_product_Traveler's/Cashier's checks,0.0
ZIP_code_49337.0,0.0
ZIP_code_49343.0,0.0
ZIP_code_49348.0,0.0
ZIP_code_49412.0,0.0
Issue_APR or interest rate,0.0
ZIP_code_49418.0,0.0
ZIP_code_49420.0,0.0
ZIP_code_49423.0,0.0
ZIP_code_49424.0,0.0
ZIP_code_49426.0,0.0
ZIP_code_49428.0,0.0
ZIP_code_4944.0,0.0
ZIP_code_49442.0,0.0
ZIP_code_49451.0,0.0
ZIP_code_49456.0,0.0
ZIP_code_49457.0,0.0
ZIP_code_49461.0,0.0
ZIP_code_49464.0,0.0
ZIP_code_4947.0,0.0
ZIP_code_49503.0,0.0
ZIP_code_49504.0,0.0
ZIP_code_49505.0,0.0
ZIP_code_49506.0,0.0
ZIP_code_49507.0,0.0
ZIP_code_49508.0,0.0
ZIP_code_49509.0,0.0
ZIP_code_49512.0,0.0
ZIP_code_49519.0,0.0
ZIP_code_49525.0,0.0
ZIP_code_4953.0,0.0
ZIP_code_49546.0,0.0
ZIP_code_49548.0,0.0
ZIP_code_49601.0,0.0
ZIP_code_49616.0,0.0
ZIP_code_49648.0,0.0
ZIP_code_49650.0,0.0
ZIP_code_49651.0,0.0
ZIP_code_49668.0,0.0
ZIP_code_49696.0,0.0
ZIP_code_49707.0,0.0
ZIP_code_49712.0,0.0
ZIP_code_49727.0,0.0
ZIP_code_49735.0,0.0
ZIP_code_49738.0,0.0
ZIP_code_49747.0,0.0
ZIP_code_49770.0,0.0
ZIP_code_49780.0,0.0
ZIP_code_49783.0,0.0
ZIP_code_49849.0,0.0
ZIP_code_49855.0,0.0
ZIP_code_49858.0,0.0
ZIP_code_49870.0,0.0
ZIP_code_49885.0,0.0
Issue_Account terms and changes,0.0
ZIP_code_49920.0,0.0
ZIP_code_49931.0,0.0
ZIP_code_49953.0,0.0
ZIP_code_50000.0,0.0
ZIP_code_5001.0,0.0
ZIP_code_50010.0,0.0
ZIP_code_50021.0,0.0
ZIP_code_50024.0,0.0
ZIP_code_50036.0,0.0
ZIP_code_50070.0,0.0
ZIP_code_50112.0,0.0
ZIP_code_50125.0,0.0
ZIP_code_50131.0,0.0
ZIP_code_50211.0,0.0
ZIP_code_50265.0,0.0
ZIP_code_50266.0,0.0
ZIP_code_50273.0,0.0
ZIP_code_50310.0,0.0
ZIP_code_50311.0,0.0
ZIP_code_50312.0,0.0
ZIP_code_50313.0,0.0
ZIP_code_50314.0,0.0
ZIP_code_50317.0,0.0
ZIP_code_50323.0,0.0
ZIP_code_50325.0,0.0
ZIP_code_50401.0,0.0
ZIP_code_50428.0,0.0
ZIP_code_50436.0,0.0
ZIP_code_50467.0,0.0
ZIP_code_5059.0,0.0
ZIP_code_5060.0,0.0
Issue_Adding money,0.0
ZIP_code_50622.0,0.0
ZIP_code_5065.0,0.0
ZIP_code_50659.0,0.0
ZIP_code_50665.0,0.0
ZIP_code_50675.0,0.0
ZIP_code_50677.0,0.0
ZIP_code_5068.0,0.0
ZIP_code_50701.0,0.0
ZIP_code_5075.0,0.0
ZIP_code_50858.0,0.0
ZIP_code_51039.0,0.0
ZIP_code_51054.0,0.0
ZIP_code_51106.0,0.0
ZIP_code_51201.0,0.0
ZIP_code_51237.0,0.0
ZIP_code_51358.0,0.0
ZIP_code_51360.0,0.0
ZIP_code_51442.0,0.0
ZIP_code_51501.0,0.0
ZIP_code_51503.0,0.0
ZIP_code_51526.0,0.0
ZIP_code_5153.0,0.0
ZIP_code_51561.0,0.0
ZIP_code_5158.0,0.0
ZIP_code_51639.0,0.0
ZIP_code_5201.0,0.0
ZIP_code_52040.0,0.0
ZIP_code_52240.0,0.0
ZIP_code_52241.0,0.0
ZIP_code_52244.0,0.0
ZIP_code_52245.0,0.0
ZIP_code_52246.0,0.0
